 num     #instances         #bytes  class name (module)
 372:           162           3888  sun.security.x509.CertificateExtensions (java.base@17.0.13)
 373:           121           3872  org.apache.kafka.common.protocol.Errors
 374:           161           3864  org.springframework.core.annotation.AnnotationTypeMapping$MirrorSets
 375:           160           3840  org.apache.kafka.common.metrics.stats.CumulativeCount
 376:           120           3840  org.springframework.format.support.FormattingConversionService$AnnotationParserConverter
 377:           120           3840  org.springframework.format.support.FormattingConversionService$AnnotationPrinterConverter
 378:            94           3760  jdk.internal.ref.Cleaner (java.base@17.0.13)
 379:           156           3744  java.util.AbstractMap$SimpleImmutableEntry (java.base@17.0.13)
 380:           156           3744  java.util.regex.Pattern$Slice (java.base@17.0.13)
 381:            42           3696  com.fasterxml.jackson.databind.SerializationConfig
 382:            91           3640  java.io.ObjectStreamField (java.base@17.0.13)
 383:            75           3600  org.apache.kafka.common.message.ApiMessageType
 384:            64           3584  org.hibernate.validator.internal.util.ConcurrentReferenceHashMap$Segment
 385:            74           3552  com.fasterxml.jackson.core.json.JsonWriteContext
 386:            37           3552  com.fasterxml.jackson.core.json.UTF8JsonGenerator
 387:            74           3552  net.logstash.logback.util.ThreadLocalHolder$HolderRef
 388:            63           3528  com.fasterxml.jackson.databind.type.MapType
 389:           218           3488  org.springframework.expression.common.LiteralExpression
 390:           214           3424  org.springframework.core.type.classreading.SimpleAnnotationMetadataReadingVisitor$Source
 391:           212           3392  java.util.WeakHashMap$KeySet (java.base@17.0.13)
 392:           169           3368  [Lcom.sun.jmx.mbeanserver.MXBeanMapping; (java.management@17.0.13)
 393:            96           3368  [Ljava.util.regex.Pattern$Node; (java.base@17.0.13)
 394:            60           3360  org.apache.kafka.common.config.AbstractConfig$RecordingMap
 395:           139           3336  com.fasterxml.jackson.databind.type.TypeBindings$AsKey
 396:            82           3280  com.sun.management.internal.DiagnosticCommandArgumentInfo (jdk.management@17.0.13)
 397:           203           3248  [Ljava.security.Principal; (java.base@17.0.13)
 398:           203           3248  java.security.ProtectionDomain$Key (java.base@17.0.13)
 399:           101           3232  java.lang.ClassValue$Entry (java.base@17.0.13)
 400:            32           3200  [Lio.netty.buffer.PoolThreadCache$MemoryRegionCache;
 401:            50           3200  java.lang.ClassValue$ClassValueMap (java.base@17.0.13)
 402:           200           3200  sun.security.x509.KeyIdentifier (java.base@17.0.13)
 403:           133           3192  org.springframework.boot.origin.TextResourceOrigin
 404:           133           3192  org.springframework.boot.origin.TextResourceOrigin$Location
 405:           133           3192  org.springframework.core.convert.TypeDescriptor
 406:           132           3168  jdk.internal.module.SystemModuleFinders$2 (java.base@17.0.13)
 407:           131           3144  java.util.zip.ZipFile$Source$Key (java.base@17.0.13)
 408:           196           3136  java.util.HashMap$Values (java.base@17.0.13)
 409:            49           3136  javax.management.openmbean.OpenMBeanAttributeInfoSupport (java.management@17.0.13)
 410:            56           3136  org.apache.kafka.common.metrics.internals.IntGaugeSuite
 411:            28           3136  org.apache.kafka.common.network.Selector$SelectorMetrics
 412:            39           3120  org.springframework.beans.PropertyDescriptorUtils$BasicPropertyDescriptor
 413:           117           3096  [Ljava.lang.annotation.ElementType; (java.base@17.0.13)
 414:            96           3072  java.util.regex.Pattern$Branch (java.base@17.0.13)
 415:            76           3040  java.util.EnumMap (java.base@17.0.13)
 416:            42           3024  com.fasterxml.jackson.core.sym.ByteQuadsCanonicalizer
 417:            42           3024  com.fasterxml.jackson.databind.deser.DefaultDeserializationContext$Impl
 418:            42           3024  com.fasterxml.jackson.databind.ser.DefaultSerializerProvider$Impl
 419:            42           3024  java.util.ResourceBundle$CacheKey (java.base@17.0.13)
 420:            94           3008  io.netty.util.internal.LongAdderCounter
 421:            94           3008  java.nio.DirectByteBuffer$Deallocator (java.base@17.0.13)
 422:            94           3008  jdk.internal.loader.NativeLibraries (java.base@17.0.13)
 423:            57           3000  [Ljavax.management.MBeanAttributeInfo; (java.management@17.0.13)
 424:            75           3000  java.util.IdentityHashMap (java.base@17.0.13)
 425:            75           3000  org.apache.kafka.common.protocol.ApiKeys
 426:           186           2976  org.springframework.core.log.CompositeLog
 427:           122           2928  java.net.InetSocketAddress$InetSocketAddressHolder (java.base@17.0.13)
 428:            91           2912  com.dynatrace.agent.util.ClassLoaderLifecycle$WeakIdentityReference
 429:            91           2912  java.lang.ref.PhantomReference (java.base@17.0.13)
 430:            28           2912  org.apache.kafka.common.network.Selector
 431:           121           2904  com.fasterxml.jackson.databind.introspect.MemberKey
 432:           121           2904  java.lang.module.ModuleDescriptor$Provides (java.base@17.0.13)
 433:            19           2888  sun.security.ssl.SSLSessionImpl (java.base@17.0.13)
 434:           176           2816  java.util.regex.Pattern$$Lambda$4/0x000000010001b6b8 (java.base@17.0.13)
 435:           117           2808  org.springframework.cglib.core.Signature
 436:            70           2800  java.lang.invoke.VarHandle$AccessDescriptor (java.base@17.0.13)
 437:            70           2800  sun.security.util.MemoryCache (java.base@17.0.13)
 438:            58           2784  java.util.concurrent.locks.ReentrantReadWriteLock$NonfairSync (java.base@17.0.13)
 439:           172           2752  sun.security.x509.SerialNumber (java.base@17.0.13)
 440:            57           2736  java.lang.invoke.BoundMethodHandle$Species_LLLLL (java.base@17.0.13)
 441:            34           2720  com.fasterxml.jackson.databind.MappingJsonFactory
 442:            68           2720  java.lang.reflect.Parameter (java.base@17.0.13)
 443:            64           2688  [Lorg.hibernate.validator.internal.util.ConcurrentReferenceHashMap$HashEntry;
 444:            42           2688  com.fasterxml.jackson.core.sym.CharsToNameCanonicalizer
 445:            84           2688  java.util.ResourceBundle$KeyElementReference (java.base@17.0.13)
 446:            56           2688  javax.management.MBeanInfo (java.management@17.0.13)
 447:            28           2688  org.apache.kafka.clients.NetworkClient
 448:            84           2688  org.springframework.format.support.FormattingConversionService$PrinterConverter
 449:           167           2672  javax.security.auth.x500.X500Principal (java.base@17.0.13)
 450:            37           2664  com.fasterxml.jackson.core.io.IOContext
 451:           111           2664  java.security.Permissions (java.base@17.0.13)
 452:           164           2624  sun.security.x509.CertificateAlgorithmId (java.base@17.0.13)
 453:           164           2624  sun.security.x509.CertificateSerialNumber (java.base@17.0.13)
 454:           164           2624  sun.security.x509.CertificateVersion (java.base@17.0.13)
 455:           164           2624  sun.security.x509.CertificateX509Key (java.base@17.0.13)
 456:           109           2616  java.util.regex.Pattern$Start (java.base@17.0.13)
 457:            65           2600  org.springframework.boot.context.properties.bind.Bindable
 458:           162           2592  java.util.concurrent.atomic.AtomicBoolean (java.base@17.0.13)
 459:           161           2576  jdk.proxy2.$Proxy43 (jdk.proxy2)
 460:            32           2560  com.fasterxml.jackson.databind.deser.impl.MethodProperty
 461:            63           2520  org.springframework.util.LinkedCaseInsensitiveMap
 462:           104           2496  com.dynatrace.agent.util.json.JSONObject$JSONArray
 463:           103           2472  [[C (java.base@17.0.13)
 464:            77           2464  java.security.AlgorithmParameters (java.base@17.0.13)
 465:           154           2464  java.util.Collections$SingletonSet (java.base@17.0.13)
 466:            34           2448  com.fasterxml.jackson.databind.ObjectMapper
 467:            38           2432  javax.crypto.Cipher (java.base@17.0.13)
 468:           100           2400  java.util.ImmutableCollections$ListN (java.base@17.0.13)
 469:            43           2384  [Lcom.fasterxml.jackson.databind.cfg.CoercionAction;
 470:            33           2376  com.fasterxml.jackson.datatype.jsr310.JavaTimeModule
 471:            74           2368  com.fasterxml.jackson.core.io.SerializedString
 472:            74           2368  javax.management.MBeanAttributeInfo (java.management@17.0.13)
 473:            98           2352  java.security.spec.ECPoint (java.base@17.0.13)
 474:            29           2320  sun.nio.ch.EPollSelectorImpl (java.base@17.0.13)
 475:            16           2304  [Ljava.lang.invoke.MemberName; (java.base@17.0.13)
 476:            96           2304  java.io.FilePermissionCollection (java.base@17.0.13)
 477:           144           2304  org.apache.kafka.clients.consumer.internals.ConsumerCoordinator$PartitionRackInfo
 478:            22           2288  org.springframework.beans.factory.support.GenericBeanDefinition
 479:            94           2256  java.util.regex.Pattern$CharPropertyGreedy (java.base@17.0.13)
 480:            94           2248  [Lorg.springframework.util.MimeType;
 481:            56           2240  org.springframework.beans.factory.support.DisposableBeanAdapter
 482:            56           2240  org.springframework.beans.propertyeditors.CustomNumberEditor
 483:            70           2240  org.springframework.core.annotation.AttributeMethods
 484:            12           2208  org.apache.kafka.streams.processor.internals.StreamTask
 485:            69           2208  org.springframework.http.HttpStatus
 486:            91           2184  java.time.Duration (java.base@17.0.13)
 487:            91           2184  javax.management.ObjectName$PatternProperty (java.management@17.0.13)
 488:            68           2176  java.lang.invoke.LambdaForm$Kind (java.base@17.0.13)
 489:           135           2160  jdk.proxy2.$Proxy30 (jdk.proxy2)
 490:            45           2160  sun.nio.ch.SelectionKeyImpl (java.base@17.0.13)
 491:            45           2160  sun.nio.ch.SocketAdaptor (java.base@17.0.13)
 492:            53           2120  org.springframework.util.ConcurrentReferenceHashMap
 493:            53           2120  sun.security.util.NamedCurve (java.base@17.0.13)
